term,category,found,first_occurrence_only
"which includes both primary detections and crimes taken into consideration (TIC).
- Requirement for geographical coordinates for both offense and offender home locations",other,FALSE,FALSE
justifying it by their similarity in size to other studies and their homogeneity. They also mention that using census units avoids the need to estimate spillover effects,other,FALSE,FALSE
No (the researchers used four-digit postal code areas as the spatial unit of analysis without aggregating data from smaller administrative or statistical spatial units),methods,FALSE,FALSE
similar to those used in previous studies. This choice is justified by practical considerations and theoretical alignment with awareness spaces in crime pattern theory.,other,FALSE,FALSE
to better capture the dynamic nature of the environment. They also recommend adopting a unit of analysis that includes tangible characteristics of the ongoing situation,other,FALSE,FALSE
The authors suggest that future research should account for both the characteristics of the broader social environment and the availability of targets in a neighborhood,other,FALSE,FALSE
and it minimizes aggregation bias. The availability of detailed spatial crime data and recommendations from contemporary studies also support this choice. Additionally,other,FALSE,FALSE
The authors chose four-digit postal code areas as their spatial unit of analysis because they are a useful and plausible indication of areas people are familiar with,other,FALSE,FALSE
"which was beyond the capabilities of the software and hardware used.
- Processing challenges: The software and hardware were insufficient to handle the full dataset",other,FALSE,FALSE
the researchers aggregated data from smaller administrative units (six-digit postal code areas) to larger spatial units (four-digit postal code areas) for analysis.,methods,FALSE,FALSE
which aligns with the scale of analysis for residential burglary. This choice is justified by the need to define a relevant choice set for burglars' decision-making,other,FALSE,FALSE
Alternative units considered but not used include census blocks and street blocks. These were rejected because using them would require estimating spillover effects,other,FALSE,FALSE
"and social hangouts to improve predictions of crime locations.
- Use space-time budget studies to gather more comprehensive data on individuals' activity patterns.",other,FALSE,FALSE
"Odds ratio for neighborhoods visited at the same time of day as the crime event: 2589.71
- Odds ratio for neighborhoods visited at different times of day: 1209.00",statistical,FALSE,FALSE
and it was computationally feasible. They also referenced empirical literature indicating that effects are robust across different geographic levels of aggregation,other,FALSE,FALSE
"but this was rejected due to methodological concerns such as the modifiable areal unit problem and aggregation bias.
- Postal code areas: Similar to neighborhoods",other,FALSE,FALSE
Block groups or blocks were considered as alternative units but were not used due to practical limitations such as data availability and computational constraints.,other,FALSE,FALSE
Not mentioned (the paper does not report any model fit statistics or goodness-of-fit measures due to the small sample size and descriptive nature of the analysis),statistical,FALSE,FALSE
"OR = 1.6% increase for Dis-residing burglars
- Parks: OR = 0.05 for Dis-residing burglars
- Entertainment venues: OR = 4% increase for Non-Dis-residing burglars",statistical,FALSE,FALSE
which is a standard spatial unit used in the UK for census data. The justification is implied by the suitability of LSOAs for analyzing spatial patterns of crime,other,FALSE,FALSE
The authors chose census block groups as their spatial unit of analysis because it is the smallest geographic area available in the EPA's Smart Location Database,other,FALSE,FALSE
"this study uses the latent class (and mixed and conditional logit) to examine the offence location choices of serious acquisitive crime offenders in York (UK).""",geographic,FALSE,FALSE
The authors justify their choice of spatial unit size by ensuring it is fine enough to capture the variance of spatial features. For areally aggregated features,other,FALSE,FALSE
ensuring consistency and comparability. Census units are approximately equally sized and relatively homogeneous in terms of population composition. Additionally,other,FALSE,FALSE
and neighborhoods identified by postcodes. These were not selected because the authors chose SA2s for their balance between spatial spill-over and heterogeneity,other,FALSE,FALSE
The authors chose neighbourhoods as their spatial unit size because more than three-quarters of the locations were reported at least at the neighbourhood level,other,FALSE,FALSE
the researchers aggregated data from smaller administrative units to census block groups. The original smaller administrative unit is not explicitly mentioned,methods,FALSE,FALSE
"negative association (no specific value provided)
- Ethnic heterogeneity: Not statistically significant
- Number of dwellings: Not statistically significant",statistical,FALSE,FALSE
"000 residents
- Racial and ethnic dissimilarity: .42 (decrease by 58%)
- Gang territorial dissimilarity: .50 (decrease by 50%)
- Collective efficacy: small",statistical,FALSE,FALSE
Not mentioned (the paper does not provide specific numerical coefficient values for the independent variables in the statistical model within the text itself),statistical,FALSE,FALSE
"1. u30 (proximity measure)
2. u66 (density measurement)
3. /13
4. /18
5. /19
6. /38
7. /46
8. /52
9. /53
10. /58
11. /62
12. Spatial hierarchy term",statistical,FALSE,FALSE
and they can capture local variations in crime rates and environmental characteristics. The high geocoding success rate and the inclusion of all census blocks,other,FALSE,FALSE
indicating a limitation due to data availability and computational feasibility rather than specific computational constraints like memory or processing time.,other,FALSE,FALSE
The authors chose census blocks as their spatial unit of analysis because they are a fine-grained unit that allows for detailed analysis of spatial patterns,other,FALSE,FALSE
Computational constraints: The estimation of the multinomial logit model was computationally intensive due to the large number of potential alternatives (23,other,FALSE,FALSE
which are key issues in MAUP. The paper emphasizes the need to match the unit of analysis with the theoretical level of study to prevent ecological fallacy.,other,FALSE,FALSE
The authors faced computational constraints related to the number of spatial units (SA2s) they could include in their analysis. To manage these constraints,other,FALSE,FALSE
No sensitivity analysis performed. The study primarily uses census tracts and suggests future work could explore smaller units like block groups or blocks,other,FALSE,FALSE
Yes. The researchers aggregated data from smaller administrative units (U.K. census output areas) to larger spatial units (street segments) for analysis.,methods,FALSE,FALSE
Yes. The researchers aggregated data from smaller administrative units (census blocks) to larger administrative units (census block groups) for analysis.,methods,FALSE,FALSE
Yes. The researchers aggregated data from smaller administrative units (census blocks) to create larger spatial units (census block groups) for analysis.,methods,FALSE,FALSE
"Propinquity: Odds ratio = 0.6 for every kilometer
- Schools: Odds ratio = 1.29 to 2.09 for each additional school
- Tube station: Significant predictor",statistical,FALSE,FALSE
"Low detection rate of residential burglaries (7%) which could bias results if related to location choice criteria.
- Focus only on target area selection",other,FALSE,FALSE
or processing challenges that influenced their spatial unit selection. While there are discussions about data quality and the potential for smaller units,other,FALSE,FALSE
"positive relationship (no specific coefficient value provided)
- Number of transit stations: 2.0%
- Pedestrian-oriented street density: 2.8% (Model 3)",statistical,FALSE,FALSE
"0.37]
- Repeat offending hypothesis: 95% CI: [not explicitly provided]
- Crime generators and attractors hypothesis: 95% CI: [not explicitly provided]",statistical,FALSE,FALSE
"Distance from burglar's home: OR = 0.325 and 0.326 for Non-Dis-residing burglars
- Population increase: OR = 98.6%-100.9% for Non-Dis-residing burglars",statistical,FALSE,FALSE
"Subway stations: OR = 57.0%
- Cinemas: OR = 15.4%
- Hospitals: OR = 13.5%
- Proportion of non-locals: OR = 19.8%
- Distance: Strong positive effect",statistical,FALSE,FALSE
prohibited the estimation of the more flexible mixed logit model due to computational constraints. The models were estimated using Stata/MP version 15.,other,FALSE,FALSE
which approximates neighborhoods and is relatively homogenous in size. This discussion addresses concerns related to scale effects and aggregation bias,other,FALSE,FALSE
"Use smaller spatial units than census block groups to better capture convergence spaces.
- Replicate findings across different types of locales (rural",other,FALSE,FALSE
"potentially introducing bias by omitting un-arrested robbers.
- Potential problem of offenses being nested within offenders not explicitly addressed.",other,FALSE,FALSE
they chose not to use these due to data limitations and the need to relax the effects of independence of irrelevant alternatives (IIA) in their model.,other,FALSE,FALSE
No sensitivity analysis performed (the study did not conduct a sensitivity analysis by comparing results across different spatial unit sizes or scales,other,FALSE,FALSE
No (the paper does not mention aggregating data from smaller administrative or statistical spatial units to create larger spatial units for analysis),methods,FALSE,FALSE
"Model: Conditional Logit Model
- Fit Statistics: Odds ratios and 95% confidence intervals
- Performance Metrics: Bootstrapping for robust estimates",statistical,FALSE,FALSE
"the odds of it being selected decreases on average by 0.31.
- Idiosyncratic betweenness: For every 10 percent increase in ""idiosyncratic betweenness",statistical,FALSE,FALSE
The authors chose four-digit postal code areas as their spatial unit of analysis because these areas are designed to have minimal travel restrictions,other,FALSE,FALSE
"and nesting structures of spatial units.
- Future studies could focus on the effects of different anchor points within an offender's awareness space",other,FALSE,FALSE
"Distance: Odds ratio of 0.21 (nearly 80% reduction) for an increase in log distance.
- Population size: 17% increase in odds for every additional 1",statistical,FALSE,FALSE
"but even this was not sufficient for standard desktop computers.
- The dataset and buffer memory requirements exceeded typical desktop capabilities",other,FALSE,FALSE
"First wave data collection: October 2008 to May 2009
- Second wave data collection: November 2010 to June 2011
- Crime data collection: Up to 2012",other,FALSE,FALSE
The authors chose SA2s as their spatial unit because they are comparable to neighborhoods and have been used in other crime location choice studies,other,FALSE,FALSE
which could imply a computational constraint related to data collection and processing. No other explicit computational constraints were mentioned.,other,FALSE,FALSE
"necessitating a sampling approach to reduce the computational burden.
- Solution: A sampling procedure was used to select a subset of alternatives",other,FALSE,FALSE
which are components of the MAUP. This approach is seen as providing a more accurate measurement of the environment relevant to offenders' actions.,other,FALSE,FALSE
using census units avoids the need to estimate spillover effects and allows for the aggregation of crime generators at the same spatial resolution,other,FALSE,FALSE
"which might not be representative of rural areas or other geographical contexts.
- The choice of postal codes was influenced by data availability",other,FALSE,FALSE
The authors discuss the Modifiable Areal Unit Problem (MAUP) by acknowledging that areal unit boundaries are arbitrary and lack ecological meaning,other,FALSE,FALSE
"OR = 0.227 (adult)
- Wholesale markets: Effect present but no variation by age
- Migrants' proportion: Effect consistent with wholesale markets",statistical,FALSE,FALSE
The authors justify their choice of using Statistical Local Areas (SLAs) as the spatial unit by referencing the discrete spatial choice framework,other,FALSE,FALSE
"leading to the use of hierarchical Bayes (HB).
- Computational limitations were addressed by using HB and managing Halton draws for convergence.",other,FALSE,FALSE
Not mentioned (the paper does not provide specific future recommendations or suggestions regarding spatial unit size or spatial unit of analysis),other,FALSE,FALSE
Estimating the conditional logit model was computationally infeasible due to the large number of decision-maker-by-alternative combinations (327,other,FALSE,FALSE
No computational constraints mentioned. The paper discusses the choice of spatial unit analysis and the challenges associated with smaller units,other,FALSE,FALSE
"Arrest data: 2012 to 2016
- POI data: 2014
- Traffic road network vector map data: 2014
- Bus stop data: 2015
- Mobile phone data: May 12-18",other,FALSE,FALSE
which may not capture local crime dynamics as effectively as smaller units. They suggest that their data could be aggregated to different scales,other,FALSE,FALSE
Not mentioned (the paper does not explicitly propose future suggestions or improvements regarding spatial unit size or spatial unit of analysis),other,FALSE,FALSE
No (the researchers did not aggregate data from smaller administrative or statistical spatial units to create larger spatial units for analysis,methods,FALSE,FALSE
"Current residential area of any family member: OR = 1.88
- Former residential area of any family member: OR = 1.37
- Specific ORs for parents",statistical,FALSE,FALSE
postal code areas are practical for analysis due to their existing administrative boundaries and availability of demographic and economic data.,other,FALSE,FALSE
"excluding those committed outside city boundaries.
- Potential incompleteness of police data on number of offenders involved in each burglary.",other,FALSE,FALSE
Not specified (the paper provides information on the number and size of neighborhoods but does not specify the total area of the study region),quantitative,FALSE,FALSE
"Pseudo-R-squared for Model 1 (residential areas only): 0.304
- Pseudo-R-squared for Model 2 (all activity nodes): 0.479
- AIC for Model 2: 1",statistical,FALSE,FALSE
The authors justify the use of postal code areas as their spatial unit because these areas approximate the familiar environment of individuals,other,FALSE,FALSE
as dealers' decisions are influenced by very specific locations measured in meters. They suggest future research should use even smaller units,other,FALSE,FALSE
and average coefficients with standard deviations for ML. It discusses the significance and direction of effects for variables like distance,statistical,FALSE,FALSE
using SA2s helps manage the computational burden associated with large datasets by limiting the number of alternatives to a manageable size.,other,FALSE,FALSE
The authors mention that including all possible choices outside of the study region would require more data than were available for analysis,other,FALSE,FALSE
likely related to data handling and model complexity. The decision to use LSOAs as the spatial unit of analysis is presented as a compromise,other,FALSE,FALSE
but the authors chose block groups for their study to minimize within-neighborhood heterogeneity and ensure availability of contextual data.,other,FALSE,FALSE
No sensitivity analysis performed (the paper does not explicitly conduct a sensitivity analysis using different spatial unit sizes or scales,other,FALSE,FALSE
"Distance from home to target: e = 0.61
- Presence of a major road: e = 1.77
- Presence of a military base or police station: e = 13.78",statistical,FALSE,FALSE
even with high-performance computing. This forced them to use the less flexible but computationally less demanding conditional logit model.,other,FALSE,FALSE
suburban) were considered as alternative spatial units or scales but not used due to data limitations and the focus on census block groups.,other,FALSE,FALSE
Not mentioned (the paper does not provide specific model fit statistics or goodness-of-fit measures for the discrete spatial choice model),statistical,FALSE,FALSE
"Consider more activity nodes and social disorganization types in future studies.
- Include additional attributes of offenders such as age",other,FALSE,FALSE
"Log-distance: .21 (reduction of nearly 80%)
- Home tract: .67 (reduction by 33%)
- Population size: 17% increase for every additional 1",statistical,FALSE,FALSE
The authors chose four-digit postal code areas as their spatial unit because these areas are designed to have minimal travel restrictions,other,FALSE,FALSE
No MAUP discussion present (the paper implies consideration for scale effects but does not explicitly discuss MAUP or ecological fallacy),other,FALSE,FALSE
"Pseudo R-squared for main model: 0.25
- Pseudo R-squared for violence model: 0.30
- Pseudo R-squared for property offenses model: 0.25",statistical,FALSE,FALSE
Not mentioned (the paper does not provide specific numerical coefficient values for the independent variables in the statistical models),statistical,FALSE,FALSE
"OR ranges between 0.299 and 0.300 for Dis-residing burglars
- Population size: OR = 98.6%-100.9% increase for Non-Dis-residing burglars",statistical,FALSE,FALSE
suggesting alignment with existing data collection practices. The involvement of ReCAP likely influenced the choice of spatial unit size,other,FALSE,FALSE
making them suitable for analyzing crime location choices and assessing spillover effects using hierarchical spatial nesting structures.,other,FALSE,FALSE
making them a suitable approximation for areas of familiarity. This choice aligns with the theoretical framework of crime pattern theory,other,FALSE,FALSE
"which may not capture all burglaries.
- Administrative boundary constraints due to reliance on data from the municipality of The Hague.",other,FALSE,FALSE
"which revealed the same pattern of results as the main analysis.
- Sensitivity tests were conducted to examine the choice of radii used",other,FALSE,FALSE
"which could influence spatial unit characteristics.
- They recommend optimizing surveillance camera placement to maximize their effects",other,FALSE,FALSE
Not mentioned (the paper does not provide specific numerical coefficient values for each independent variable in the statistical model),statistical,FALSE,FALSE
"standard partial regression coefficient = 0.18
- Proportion of foreigners: Not significant
- Proportion of newcomers: Not significant",statistical,FALSE,FALSE
"Proximity for adult offenders = 2.77.
- Model C: Ethnic composition for native Dutch burglars decreases likelihood by a factor of 0.92",statistical,FALSE,FALSE
providing necessary data on street connectivity. This choice is consistent with prior research on co-offending and neighborhood context,other,FALSE,FALSE
which supports the use of neighborhoods as a relevant spatial unit for analysis. The study uses data from 89 neighborhoods in The Hague,other,FALSE,FALSE
No (the study uses data at the house level within the province of East Flanders without aggregating from smaller administrative units),methods,FALSE,FALSE
indicating high spatial accuracy. This choice is also practical as it aligns with existing administrative divisions in the Netherlands,other,FALSE,FALSE
"Small sample size (50 dealers) limited statistical inference.
- Recruitment method biased towards mobile dealers selling to strangers",other,FALSE,FALSE
Computational constraint: Estimating the multinomial logit model on the full dataset would require processing 325 million combinations,other,FALSE,FALSE
The authors chose census units as their spatial unit of analysis because they are similar in size to those used in comparable studies,other,FALSE,FALSE
"which might not cover all motivations for graffiti writers.
- Certain variables were excluded due to inter-rater reliability issues.",other,FALSE,FALSE
The authors discuss the Modifiable Areal Unit Problem (MAUP) by acknowledging the limitations of using large spatial units like wards,other,FALSE,FALSE
Not mentioned (the paper does not propose future suggestions or improvements regarding spatial unit size or spatial unit of analysis),other,FALSE,FALSE
"Bayesian Information Criterion (BIC) for model selection and comparison
- Wilcoxon signed rank test for comparing model performance",statistical,FALSE,FALSE
The authors chose the UK Census Lower Level Super Output Area (LSOA) as their spatial unit of analysis because it provides a smaller,other,FALSE,FALSE
The authors justify the use of four-digit postal code areas as the spatial unit of analysis due to their average size and population,other,FALSE,FALSE
The authors suggest future research should explore how urban environment configurations affect collective action and social cohesion,other,FALSE,FALSE
"OR = 1.47 (Brisbane)
- Proximity effect for juveniles vs. adults: Larger for juveniles under the legal driving age than for adults",statistical,FALSE,FALSE
"Number of residential properties: Odds ratio of 1.14 for a 10-unit increase
- Proximity: Odds ratio of 3.91 for juvenile offenders",statistical,FALSE,FALSE
"Initial data collection for suspects: 2017
- Survey data collection: May to August 2019
- Crime data collection period: 2018-2019",other,FALSE,FALSE
"The authors chose ""Small Areas"" (SAs) as their spatial unit because they are the smallest areal unit available in Northern Ireland",other,FALSE,FALSE
"could be considered.
- Systematic observations could help determine variations in target attractiveness for specific crime types.",other,FALSE,FALSE
105 recorded3 and solved4 SAC in York committed by 687 offenders living in York between April 2008 and March 2012 were collected.,geographic,FALSE,FALSE
Not mentioned (the paper does not provide specific numerical coefficient values or parameter estimates for independent variables),statistical,FALSE,FALSE
The authors chose the street segment as their spatial unit size because it aligns with contemporary theory and research questions,other,FALSE,FALSE
"which may introduce regional constraints.
- Detection bias may be present due to reliance on police data for arrested offenders.",other,FALSE,FALSE
"exceeding the capabilities of most contemporary computer workstations.
- Memory constraint: Computer memory was strictly limited",other,FALSE,FALSE
The authors used approximations based on neighbourhood centroids to calculate distances due to computational feasibility concerns,other,FALSE,FALSE
and that determining adequate resolution depends on the nature of features used. For aggregated data like demographic information,other,FALSE,FALSE
"and graffiti as signs of physical disorder.
- Narrow down the alternative set for each offender based on their daily activities.",other,FALSE,FALSE
No (the researchers used communities as the spatial unit of analysis without aggregating data from smaller administrative units),methods,FALSE,FALSE
AIC and BIC are used as model fit statistics. The smallest AIC and BIC values are observed for the integrated main effects model,statistical,FALSE,FALSE
The authors chose 500 m grid cells as their spatial unit size because these data are available from the Japanese national census,other,FALSE,FALSE
The authors chose neighborhoods as their spatial unit size because it aligns with existing administrative divisions in The Hague,other,FALSE,FALSE
"which may limit the availability or detail of the data.
- Administrative boundary constraints: The study is confined to ZG City",other,FALSE,FALSE
necessitating the use of a bootstrapping procedure and reducing the sample size for the universal logit model from 6000 to 4000.,other,FALSE,FALSE
which mitigates spatial autocorrelation issues. Although they do not explicitly mention the Modifiable Areal Unit Problem (MAUP),other,FALSE,FALSE
Not mentioned (the paper does not provide specific model fit statistics or goodness-of-fit measures for the statistical models),statistical,FALSE,FALSE
"business offices (no specific coefficients provided)
- Non-significant facilities: temples (no specific coefficients provided)",statistical,FALSE,FALSE
Not mentioned (the paper does not report confidence intervals due to the small sample size and focus on descriptive statistics),statistical,FALSE,FALSE
The large number of spatial alternatives for crime analysis makes data preparation and computation time prohibitively expensive,other,FALSE,FALSE
No (the paper does not mention aggregating data from smaller administrative units to create larger spatial units for analysis),methods,FALSE,FALSE
larger units like SAs help mitigate issues like independence of irrelevant alternatives (IIA) in conditional logit estimation.,other,FALSE,FALSE
The authors suggest considering more artificially constructed and uniform areas as an alternative to the current spatial scale,other,FALSE,FALSE
No (the paper does not mention aggregating data from smaller administrative units to create larger spatial units for analysis,methods,FALSE,FALSE
Not mentioned (the paper does not provide specific numerical coefficient values or odds ratios for the independent variables),statistical,FALSE,FALSE
The authors chose census blocks as their spatial unit size because they are smaller than traditional units like census tracts,other,FALSE,FALSE
"limiting generalizability to other crimes or locations.
- Data restricted to residential crimes in the third quarter of 1997",other,FALSE,FALSE
The study used the 201 wards of Chennai City as spatial units due to data availability and administrative boundaries. However,other,FALSE,FALSE
No sensitivity analysis performed (the sensitivity analysis conducted was related to the weighting of items within constructs,other,FALSE,FALSE
"Match the unit of analysis to the theory being tested to avoid ecological fallacies.
- Use smaller spatial units of analysis",other,FALSE,FALSE
Not mentioned (the paper does not explicitly provide confidence intervals for the model coefficients or parameter estimates),statistical,FALSE,FALSE
"1. Distance_to_highway
2. Family_density_per_unit_area
3. Personal_care_expenditure_per_household
4. Distance_to_hospital",statistical,FALSE,FALSE
"Explore whether past residences remain part of an offender's daily routines.
- Include additional locations such as schools",other,FALSE,FALSE
Not mentioned (the paper does not explicitly report confidence intervals for the model coefficients or parameter estimates),statistical,FALSE,FALSE
Not mentioned (the paper mentions the inclusion of 95% confidence intervals but does not provide specific numerical ranges),statistical,FALSE,FALSE
"Use of smaller spatial units (LSOAs) may lead to spillover effects.
- Reliance on 2001 U.K. Census data for some variables",other,FALSE,FALSE
No computational constraints mentioned. The choice of spatial units was influenced by the complexity and scope of the study,other,FALSE,FALSE
No (the researchers used census tracts as the unit of analysis without aggregating data from smaller administrative units),methods,FALSE,FALSE
Not mentioned (the paper does not provide explicit confidence intervals for the model coefficients or parameter estimates),statistical,FALSE,FALSE
Not mentioned (the paper does not provide specific confidence intervals for the model coefficients or parameter estimates),statistical,FALSE,FALSE
"dealers not deterred by these factors
- Selling drugs: Dealers tend to sell in areas with high potential customer density",statistical,FALSE,FALSE
and is methodologically justified to preserve local variations. They also note that people navigate along the road network,other,FALSE,FALSE
The authors chose the community as the spatial unit of analysis because it is relevant to urban planning and crime studies,other,FALSE,FALSE
The authors suggest that the resolution of the grid used should be fine enough to capture the variance of spatial features,other,FALSE,FALSE
"Surveillability: B = -0.735
- Ease of escape: B = 0.477
- Accessibility: B = 0.380
- Wealth: Not mentioned (no effect)",statistical,FALSE,FALSE
and the relatively small size of census block groups in Baltimore makes them suitable for analyzing neighborhood context.,other,FALSE,FALSE
"Crime data: 2017-2018
- Mobility flow data: October 2019
- Point of interest data: 2016
- Socio-demographic data: 2010",other,FALSE,FALSE
indicating an awareness of aggregation bias. They also highlight the variation in surface size within and between suburbs,other,FALSE,FALSE
Not mentioned (the paper does not provide a specific number of spatial units included in the final statistical analysis),quantitative,FALSE,FALSE
No (the paper does not mention aggregating data from smaller administrative or statistical spatial units to larger units,methods,FALSE,FALSE
"which might affect the analysis in urban versus rural areas.
- The study area was limited to three urban municipalities",other,FALSE,FALSE
improving data collection and analysis methods to address the low detection rate could enhance the validity of findings.,other,FALSE,FALSE
Not mentioned (the paper does not provide the exact number of spatial units included in the final statistical analysis),quantitative,FALSE,FALSE
Not mentioned (the paper does not explicitly report confidence intervals for model coefficients or parameter estimates),statistical,FALSE,FALSE
The authors chose their specific spatial unit size or type based on equivalence in size of the known burglar population,other,FALSE,FALSE
"Root likelihood statistic for conditional logit model: 0.028
- Root likelihood statistic for mixed logit model: 0.151",statistical,FALSE,FALSE
"no specific odds ratio provided
- Contagion: Odds ratio = 1.14 for every additional incident in the previous 24 hours",statistical,FALSE,FALSE
Not mentioned (the paper does not provide explicit confidence intervals for model coefficients or parameter estimates),statistical,FALSE,FALSE
Not mentioned (the paper does not provide specific confidence intervals for model coefficients or parameter estimates),statistical,FALSE,FALSE
The authors mentioned that they used the Poisson model implementation because it is computationally easier to estimate,other,FALSE,FALSE
"The authors mention that using smaller spatial units of analysis would yield ""computational and theoretical challenges",other,FALSE,FALSE
they discuss how larger units affect the independence of irrelevant alternatives (IIA) in conditional logit estimation,other,FALSE,FALSE
"which relates to spatial autocorrelation issues. Although they do not explicitly mention ""MAUP"" or ""ecological fallacy",other,FALSE,FALSE
Not mentioned (the paper does not discuss future suggestions related to spatial unit size or spatial unit of analysis),other,FALSE,FALSE
"Netherlands: Neighborhoods
- United Kingdom: Super Output Areas (medium layer)
- Australia: Statistical Local Areas",geographic,FALSE,FALSE
"affecting spatial analysis precision.
- Aggregation requirements due to demographic data at census block group level",other,FALSE,FALSE
"and socioeconomic status.
- Explore reasons for differences in odds ratios between epidemiology and crime geography.",other,FALSE,FALSE
"Future research should consider dynamic changes in on-street population.
- Include small objects like broken windows",other,FALSE,FALSE
we utilize the discrete choice framework to assess which criteria motivate the location decisions of street robbers.,geographic,FALSE,FALSE
No (the data was analyzed directly at the neighbourhood level without aggregation from smaller administrative units),methods,FALSE,FALSE
The authors chose the census tract as their spatial unit of analysis because it was consistent with previous studies,other,FALSE,FALSE
The authors mentioned that the nested logit model was computationally prohibitive due to the large dataset size (138,other,FALSE,FALSE
Not mentioned (the paper does not provide a specific total number of individual crime incidents or events analyzed),quantitative,FALSE,FALSE
"OR = 0.377 (native)
- Distance of journey to crime: Significant negative influence (no specific OR value provided)",statistical,FALSE,FALSE
Not mentioned (the paper does not provide specific confidence interval values or ranges for the model coefficients),statistical,FALSE,FALSE
allowing for unbiased comparison due to equal size. This choice is also theoretically justified by Ratcliffe (2003),other,FALSE,FALSE
with a standard deviation of 2.85 km^2. The choice aligns with common practices in criminology and spatial analysis,other,FALSE,FALSE
which limited their ability to use smaller spatial units without drastically reducing the sample size. Additionally,other,FALSE,FALSE
"in addition to the house level.
- Apply nested logit models to account for multiple levels of spatial aggregation.",other,FALSE,FALSE
Odds ratios (ORs) for activity nodes with high reliability and high relevance: Not explicitly provided in the text,statistical,FALSE,FALSE
which can lead to aggregation bias. They also mention that smaller units are more appropriate for certain analyses,other,FALSE,FALSE
A sensitivity analysis was conducted to test the impact of different random selections of offenders on the results,other,FALSE,FALSE
Not mentioned (the paper does not provide confidence intervals for the model coefficients or parameter estimates),statistical,FALSE,FALSE
"Adults (OR = 1.008)
- Group offenders vs. solo offenders: Various odds ratios provided for different comparisons",statistical,FALSE,FALSE
which may not accurately reflect local crime patterns. The data on population is only available at the ward level,other,FALSE,FALSE
limiting finer-scale analysis. A multiple-scale analysis was not feasible due to the study's design and strategy.,other,FALSE,FALSE
Computational constraints: The models require estimation across three dimensions (crimes × locations × variables),other,FALSE,FALSE
Blocks were mentioned as an alternative unit used in other research for assessing criminogenic nodes or hot spots,other,FALSE,FALSE
which could involve exploring different scales of analysis or optimal unit sizes that reflect social homogeneity.,other,FALSE,FALSE
Systematic Social Observation (SSO) conducted by a team of 212 observers in Ghent's city center in November 2017,crime_related,FALSE,FALSE
"1. Distance_to_home_base
2. Presence_of_major_road
3. Presence_of_military_base
4. Presence_of_police_station",statistical,FALSE,FALSE
The authors briefly discuss the Modifiable Areal Unit Problem (MAUP) in relation to their spatial unit selection,other,FALSE,FALSE
"positive relationship (no specific coefficient value provided)
- Rate of solo crime: Statistically significant",statistical,FALSE,FALSE
The authors chose Statistical Area 2 (SA2) as their spatial unit because it is consistent with previous studies,other,FALSE,FALSE
"which limits the spatial unit selection.
- Offence type grouping: Different offence types are grouped together",other,FALSE,FALSE
the choice of street segments as the spatial unit of analysis was influenced by human observational limitations,other,FALSE,FALSE
they address spatial autocorrelation by discussing spatial spillover effects and spatial agglomeration effects.,other,FALSE,FALSE
to yield improved insights because more within-tract heterogeneity and within-tract distances are incorporated.,other,FALSE,FALSE
"u 30: Negative coefficient (exact value not provided)
- u 66: Positive coefficient (exact value not provided)",statistical,FALSE,FALSE
Not mentioned (the paper does not provide specific numerical coefficient values for each independent variable),statistical,FALSE,FALSE
"OR = 1.022 for native robbers (p > 0.05)
- Proportion of migrants: OR = 1.043 for migrant robbers (p < 0.001)",statistical,FALSE,FALSE
"assuming demographic stability over a decade.
- Lack of data on police activity and arrests during the riots.",other,FALSE,FALSE
Not mentioned (the exact number of SA2s included in the final analysis is not explicitly stated in the paper),quantitative,FALSE,FALSE
No (the researchers used data at the block group level without aggregating it to larger administrative units),methods,FALSE,FALSE
Not mentioned (the paper does not provide confidence intervals for model coefficients or parameter estimates),statistical,FALSE,FALSE
they are comparable to or larger than those used in previous studies without yielding contradictory findings.,other,FALSE,FALSE
The authors faced computational constraints due to the resource-intensive nature of the discrete choice model,other,FALSE,FALSE
The study conducted sensitivity analysis by testing spatial spillover effects across different spatial scales,other,FALSE,FALSE
No (the paper does not explicitly mention aggregating data from smaller administrative units to larger ones),methods,FALSE,FALSE
Not mentioned (the paper does not explicitly report any specific model fit statistics such as log-likelihood,statistical,FALSE,FALSE
"Proximity (negative log distance) has a positive effect.
- Model B: Proximity for juvenile offenders = 3.91",statistical,FALSE,FALSE
The authors justify the use of postal code areas as the spatial unit by noting their average population size,other,FALSE,FALSE
but they do not provide detailed descriptions of specific computational limitations or software constraints.,other,FALSE,FALSE
indicating these were alternative units considered in the broader context of crime location choice research.,other,FALSE,FALSE
indicating that smaller units were considered but not selected due to practical and theoretical limitations.,other,FALSE,FALSE
Not mentioned (the paper does not explicitly report traditional model fit statistics such as log-likelihood,statistical,FALSE,FALSE
"positive association (no specific value provided)
- Socioeconomic heterogeneity: Statistically significant",statistical,FALSE,FALSE
"and matching the unit of analysis to the theory.
- Practical considerations: heterogeneity of larger units",other,FALSE,FALSE
No computational constraints mentioned. The paper does not explicitly mention any computational limitations,other,FALSE,FALSE
but does not explicitly mention computational limitations like memory constraints or processing challenges.,other,FALSE,FALSE
Activities and Neighborhoods (SPAN) - self-report questionnaires and personal space-time budget interviews,crime_related,FALSE,FALSE
"465
- Pseudo-R-squared for high accuracy subset: 0.512
- Pseudo-R-squared for low accuracy subset: 0.442",statistical,FALSE,FALSE
