Title,Variable,Source_Column,Study_Index
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Proportion of buildings built after 2000 | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Low educational attainment | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Physical Disorder | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Newer Buildings | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Parks | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Entertainment Venues | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Subway Stations | Distance,DISTANCE & ACCESSIBILITY VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Bus Stops | Distance,DISTANCE & ACCESSIBILITY VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Distance from home | Distance,TEMPORAL & CONTROL VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Population size | Number,TEMPORAL & CONTROL VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Newer buildings | Number,TEMPORAL & CONTROL VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Subway stations | Number,TEMPORAL & CONTROL VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Bus stops | Number,TEMPORAL & CONTROL VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Parks | Number,TEMPORAL & CONTROL VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,Entertainment venues | Number,TEMPORAL & CONTROL VARIABLES,16
Divergent Decision-Making in Context: Neighborhood Context Shapes Effects of Physical Disorder and Spatial Knowledge on Burglars' Location Choice,"958km^2. Spatial knowledge moderates the relationship between social contexts and physical disorder, particularly in places different from residential spaces. | Rate",SCALE EFFECTS & SPATIAL FINDINGS,16
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Proportion of migrants | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Proportion of young adults | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?","Age groups (juvenile, young adult, adult) | Percentage",DEMOGRAPHIC & SOCIAL VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Social cohesion | Number,DEMOGRAPHIC & SOCIAL VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Proportion of migrants | Percentage,ECONOMIC VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Proportion of young adults | Percentage,ECONOMIC VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Cybercafés | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Wholesale markets | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Bars and clubs | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Routine activity nodes | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Distance of Journey to Crime | Distance,DISTANCE & ACCESSIBILITY VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Bus Stops | Number,DISTANCE & ACCESSIBILITY VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Subway Stations | Number,DISTANCE & ACCESSIBILITY VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Bus stops | Number,TEMPORAL & CONTROL VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Subway stations | Number,TEMPORAL & CONTROL VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Malls and supermarkets | Number,TEMPORAL & CONTROL VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?",Car parks | Number,TEMPORAL & CONTROL VARIABLES,17
"Do juvenile, young adult, and adult offenders target different places in the Chinese context?","070 (juvenile), OR = 1.092 (young adult); transportation hubs: OR = 1.035 (young adult), OR = 1.075 (adult); distance of journey to crime: OR = 0.194 (juvenile), OR = 0.212 (young adult), OR = 0.227 (adult). | Distance",MAJOR FINDINGS & RESULTS,17
Do Migrant and Native Robbers Target Different Places?,Gender | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Ethnicity | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Education level | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Proportion of migrants | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Proportion of youngsters | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Socioeconomic heterogeneity | Index,DEMOGRAPHIC & SOCIAL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Daily human mobility | Index,DEMOGRAPHIC & SOCIAL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Migration status | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Wholesale markets | Number,ECONOMIC VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Proportion of migrants | Percentage,ECONOMIC VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Socioeconomic heterogeneity | Index,ECONOMIC VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Labor-intensive industrial cluster | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Old urban areas and urban villages | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Wholesale markets | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Sports stadiums | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Malls and supermarkets | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Grocers | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Bars and clubs | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,High schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,ATMs and banks | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Carparks | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Bus stops | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Density of road network | Density,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Distance of Journey to Crime | Distance,DISTANCE & ACCESSIBILITY VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Arrest data | Number,TEMPORAL & CONTROL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,POI data | Number,TEMPORAL & CONTROL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Traffic road network vector map data | Number,TEMPORAL & CONTROL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Bus stop data | Number,TEMPORAL & CONTROL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Mobile phone data | Number,TEMPORAL & CONTROL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Distance of journey to crime | Distance,TEMPORAL & CONTROL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Ambient population | Number,TEMPORAL & CONTROL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Crime prevention | Percentage,TEMPORAL & CONTROL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,Proportion of migrants | Percentage,TEMPORAL & CONTROL VARIABLES,18
Do Migrant and Native Robbers Target Different Places?,25 for both models | Number,MODEL FIT & PERFORMANCE METRICS,18
Do Migrant and Native Robbers Target Different Places?,"147), sports stadiums (OR=0.816), transportation hubs (OR=1.052), subway stations (OR=1.038). | Number",MAJOR FINDINGS & RESULTS,18
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Gender | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Racial and Ethnic Background | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Age | Number,DEMOGRAPHIC & SOCIAL VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Total Population | Number,DEMOGRAPHIC & SOCIAL VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Racial and Ethnic Composition | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Ethnic Diversity | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Presence of High Schools | Binary,DEMOGRAPHIC & SOCIAL VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Presence of legal cash economies | Binary,ECONOMIC VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Presence of illegal cash economies | Binary,ECONOMIC VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Business density | Binary,ECONOMIC VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Accessibility | Binary,ECONOMIC VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Block population | Number,ECONOMIC VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Racial/ethnic composition | Binary,ECONOMIC VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Presence of legal cash economies | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Presence of illegal cash economies | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,High schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Bars and clubs | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,"Restaurants, fast-food outlets, and food stands | Number",ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Barber shops and beauty salons | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Liquor stores | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Grocery stores | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,General merchandise shops | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Gas stations | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Laundromats | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,"Pawnshops, currency exchange, and check-cashing services | Number",ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Non-residential census blocks | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Distance between offender homes and robbery locations within census block | Distance,DISTANCE & ACCESSIBILITY VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Euclidean distances between offender homes and census block midpoints | Distance,DISTANCE & ACCESSIBILITY VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Accessibility: Block on main street | Binary,DISTANCE & ACCESSIBILITY VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Accessibility: Block with El station | Binary,DISTANCE & ACCESSIBILITY VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Home-crime distance distribution | Distance,DISTANCE & ACCESSIBILITY VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Negative log of distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Time of Day | Number,TEMPORAL & CONTROL VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Day of Week | Number,TEMPORAL & CONTROL VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Distance from Home | Distance,TEMPORAL & CONTROL VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,Random Sampling | Number,TEMPORAL & CONTROL VARIABLES,19
Do Street Robbery Location Choices Vary Over Time of Day or Day of Week? A Test in Chicago,5% of addresses; could not identify offenders across multiple robberies. | Percentage,DATA PREPARATION & PROCESSING,19
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Percentage of owner-occupied dwellings | Percentage,ECONOMIC VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Average real estate value of residential units | Percentage,ECONOMIC VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Home ownership | Percentage,ECONOMIC VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Residential units' visible cues | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Public facilities in the central business district | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Likelihood of successful completion | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Social cohesion and collective efficacy | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Mobility of burglars | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Journey-to-crime | Distance,DISTANCE & ACCESSIBILITY VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Distance decay pattern | Rate,DISTANCE & ACCESSIBILITY VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",SWEBER (spatially weighted burglar exposition rate) | Rate,DISTANCE & ACCESSIBILITY VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Proximity to CBD | Distance,DISTANCE & ACCESSIBILITY VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Concentric zone model | Distance,DISTANCE & ACCESSIBILITY VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Ethnic Heterogeneity | Number,TEMPORAL & CONTROL VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Residential Mobility | Rate,TEMPORAL & CONTROL VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Real Estate Value | Percentage,TEMPORAL & CONTROL VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Home Ownership | Percentage,TEMPORAL & CONTROL VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Proximity to Central Business District | Distance,TEMPORAL & CONTROL VARIABLES,20
"EFFECTS OF ATTRACTIVENESS, OPPORTUNITY AND ACCESSIBILITY TO BURGLARS ON RESIDENTIAL BURGLARY RATES OF URBAN NEIGHBORHOODS",Moran's I Statistic | Number,TEMPORAL & CONTROL VARIABLES,20
Effects of residential history on commercial robbers' crime location choices,Population density | Distance,DEMOGRAPHIC & SOCIAL VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Population size | Number,DEMOGRAPHIC & SOCIAL VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Population percentages of 15-25-year-old | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Foreign-born residents | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Single residents | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Mean value of residential property | Number,ECONOMIC VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Postal code area characteristics | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Distance to the nearest highway ramp | Distance,DISTANCE & ACCESSIBILITY VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Distance between current residence and crime location | Distance,DISTANCE & ACCESSIBILITY VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Distance to the nearest highway ramp | Distance,TEMPORAL & CONTROL VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Mean value of residential property | Number,TEMPORAL & CONTROL VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Population density | Distance,TEMPORAL & CONTROL VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Population size | Number,TEMPORAL & CONTROL VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,"Population percentages of 15-25-year-old, foreign-born, and single residents | Percentage",TEMPORAL & CONTROL VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Distance decay | Percentage,TEMPORAL & CONTROL VARIABLES,21
Effects of residential history on commercial robbers' crime location choices,Duration of residence | Percentage,TEMPORAL & CONTROL VARIABLES,21
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,Gender | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,22
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,Age | Number,DEMOGRAPHIC & SOCIAL VARIABLES,22
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,Number of premises per SA2 | Number,ECONOMIC VARIABLES,22
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,Number of business units in commercial or public industries | Number,ECONOMIC VARIABLES,22
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,Number of households | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,22
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,Number of business units in any industry | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,22
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,Number of business units in commercial industries | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,22
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,Number of business units in commercial or public industries | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,22
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,Opportunity Variables | Number,TEMPORAL & CONTROL VARIABLES,22
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,Distance Bands | Distance,TEMPORAL & CONTROL VARIABLES,22
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,27 to 0.36. | Number,MODEL FIT & PERFORMANCE METRICS,22
Familiar Locations and Similar Activities: Examining the Contributions of Reliable and Relevant Knowledge in Offenders' Crime Location Choices,06 for residential burglary). | Number,MAJOR FINDINGS & RESULTS,22
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Population density | Number,DEMOGRAPHIC & SOCIAL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Proportion of single-person households | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Proportion of residents with a non-Western background | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Average population size | Number,DEMOGRAPHIC & SOCIAL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Urban nature of the study area | Number,DEMOGRAPHIC & SOCIAL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Ethnic diversity | Number,DEMOGRAPHIC & SOCIAL VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Population Density | Distance,ECONOMIC VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Proportion of Single-Person Households | Percentage,ECONOMIC VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Proportion of Residents with a Non-Western Background | Percentage,ECONOMIC VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Number of Retail Stores | Number,ECONOMIC VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Number of Hotels Restaurants Bars | Number,ECONOMIC VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Number of Schools | Number,ECONOMIC VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,"Number of Culture, Health-Care, and Sports/Leisure Facilities | Number",ECONOMIC VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Number of People Working | Number,ECONOMIC VARIABLES,23
FAMILY MATTERS: EFFECTS OF FAMILY MEMBERS' RESIDENTIAL AREAS ON CRIME LOCATION CHOICE *,Retail stores | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,23
